id,Пол,Возраст,Вес,Проффесия,Высшее_образование
1861,М,66,78,Тренер по футболу,Да
1862,Ж,73,83,Тренер по фитнесу,Да
1863,Ж,73,83,Тренер по фитнесу,Да
1864,Ж,73,83,Тренер по фитнесу,Да
1865,Ж,24,49,Тестировщик,Да
1866,Ж,25,57,Блогер,Нет
1867,М,21,86,Frontend-разработчик,Да
1868,М,20,42,IOS-разработчик,Да
1869,Ж,21,46,Backend-разработчик,Да
1870,Ж,21,46,Backend-разработчик,Да
1871,Ж,23,60,Копирайтер,Нет
1872,М,26,52,Backend-разработчик,Да
1873,М,26,52,Backend-разработчик,Да
1874,Ж,23,40,Копирайтер,Нет
1875,Ж,24,51,Таргетолог,Нет
1876,Ж,21,88,Тестировщик,Да
1877,М,47,93,Сантехник,Да
1878,М,52,88,Тренер по киберспорту,Да
1879,Ж,21,52,Блогер,Нет
1880,Ж,23,44,Фотограф,Нет
1881,Ж,25,49,Блогер,Нет
1882,Ж,25,49,Блогер,Нет
1883,Ж,18,47,SMM-специалист,Нет
1884,,76,87,Крановщик,Да
1885,М,76,76,Сварщик,Да
1886,Ж,22,58,Блогер,Нет
1887,Ж,25,45,Фотограф,Нет
1888,Ж,25,60,Таргетолог,Нет
1889,Ж,18,58,Фотограф,Нет
1890,М,21,61,IOS-разработчик,Да
1891,Ж,19,49,SMM-специалист,Нет
1892,Ж,19,59,Копирайтер,Нет
1893,Ж,24,48,Фотограф,Нет
1894,М,21,72,Data scientist,Да
1895,М,21,72,Data scientist,Да
1896,,77,85,Токарь,Да
1897,Ж,24,54,Копирайтер,Нет
1898,М,25,74,Тестировщик,Да
1899,Ж,21,53,Таргетолог,Нет
1900,Ж,71,91,Тренер по киберспорту,Да
1901,М,30,46,Frontend-разработчик,Да
1902,М,75,88,Тренер по легкой атлетике,Да
1903,Ж,291,99,Тренер по фитнесу,Да
1904,Ж,74,92,Тренер по волейболу,Да
1905,М,65,97,Токарь,Да
1906,М,29,72,,Да
1907,Ж,30,51,Frontend-разработчик,Да
1908,М,76,81,Сварщик,Да
1909,М,55,75,Маляр,Да
1910,Ж,18,1415,SMM-специалист,Нет
1911,Ж,19,1682,SMM-специалист,Нет
1912,Ж,19,1682,SMM-специалист,Нет
1913,Ж,46,96,Тренер по фитнесу,Да
1914,Ж,24,49,Блогер,Нет
1915,Ж,19,47,Копирайтер,Нет
1916,Ж,23,52,Фотограф,Нет
1917,Ж,23,47,Копирайтер,Нет
1918,Ж,283,98,Тренер по футболу,Да
1919,М,69,73,Сантехник,Да
1920,Ж,25,58,Фотограф,Нет
1921,Ж,25,58,Фотограф,Нет
1922,М,79,90,Тренер по футболу,Да
1923,Ж,18,51,Копирайтер,Нет
1924,Ж,20,42,Блогер,Нет
1925,,69,95,Крановщик,Да
1926,Ж,25,73,Тестировщик,Да
1927,Ж,64,88,Тренер по легкой атлетике,Да
1928,Ж,241,73,Тренер по волейболу,Да
1929,М,23,90,Data scientist,Да
1930,М,30,42,,Да
1931,М,51,95,Сантехник,Да
1932,М,29,76,IOS-разработчик,Да
1933,М,29,76,IOS-разработчик,Да
1934,Ж,72,87,Тренер по киберспорту,Да
1935,Ж,72,87,Тренер по киберспорту,Да
1936,М,59,93,Тренер по футболу,Да
1937,Ж,47,91,Тренер по легкой атлетике,Да
1938,М,50,97,Крановщик,Да
1939,М,50,97,Крановщик,Да
1940,М,50,97,Крановщик,Да
1941,Ж,57,98,Тренер по футболу,Да
1942,М,56,85,Маляр,Да
1943,Ж,21,41,Блогер,Нет
1944,Ж,21,41,Блогер,Нет
1945,М,77,86,Сварщик,Да
1946,Ж,28,87,Frontend-разработчик,Да
1947,Ж,20,78,Frontend-разработчик,Да
1948,Ж,21,56,Блогер,Нет
1949,М,25,65,Frontend-разработчик,Да
1950,М,55,97,Сантехник,Да
1951,М,51,89,Тренер по легкой атлетике,Да
1952,М,49,92,Токарь,Да
1953,М,79,70,Крановщик,Да
1954,М,240,92,Тренер по футболу,Да
1955,Ж,19,52,Фотограф,Нет
1956,Ж,68,82,Тренер по волейболу,Да
1957,Ж,70,92,Тренер по волейболу,Да
1958,Ж,70,92,Тренер по волейболу,Да
1959,М,77,87,Сварщик,Да
1960,Ж,21,53,Таргетолог,Нет
1961,М,62,99,Маляр,Да
1962,М,62,99,Маляр,Да
1963,Ж,24,80,Data scientist,Да
1964,М,52,72,Маляр,Да
1965,Ж,28,46,Backend-разработчик,Да
1966,Ж,22,49,Data scientist,Да
1967,,55,93,Сварщик,Да
1968,М,70,76,Маляр,Да
1969,М,72,70,Тренер по легкой атлетике,Да
1970,М,72,79,Сантехник,Да
1971,М,50,72,Сантехник,Да
1972,Ж,19,57,Копирайтер,Нет
1973,Ж,19,57,Копирайтер,Нет
1974,Ж,21,48,Фотограф,Нет
1975,Ж,66,79,Тренер по фитнесу,Да
1976,М,47,86,Тренер по фитнесу,Да
1977,М,20,61,Frontend-разработчик,Да
1978,Ж,53,82,Тренер по волейболу,Да
1979,Ж,53,82,Тренер по волейболу,Да
1980,М,30,63,Frontend-разработчик,Да
1981,М,58,98,Тренер по волейболу,Да
1982,М,60,87,Сантехник,Да
1983,М,57,73,Сварщик,Да
1984,М,73,72,Сантехник,Да
1985,М,66,94,Тренер по легкой атлетике,Да
1986,М,66,94,Тренер по легкой атлетике,Да
1987,М,66,94,Тренер по легкой атлетике,Да
1988,М,51,91,Тренер по фитнесу,Да
1989,Ж,19,58,Фотограф,Нет
1990,Ж,25,79,Тестировщик,Да
1991,М,80,97,Маляр,Да
1992,Ж,22,43,Таргетолог,Нет
1993,М,69,76,Тренер по легкой атлетике,Да
1994,М,27,85,IOS-разработчик,Да
1995,М,289,96,Тренер по легкой атлетике,Да
1996,М,289,96,Тренер по легкой атлетике,Да
1997,Ж,25,51,Data scientist,Да
1998,М,28,54,Frontend-разработчик,Да
1999,М,63,78,Сантехник,Да
2000,Ж,28,72,Тестировщик,Да
2001,Ж,26,48,Backend-разработчик,Да
2002,М,58,79,Токарь,Да
2003,М,78,71,Маляр,Да
2004,Ж,19,57,Фотограф,Нет
2005,Ж,19,57,Фотограф,Нет
2006,М,54,74,Тренер по киберспорту,Да
2007,М,72,95,Крановщик,Да
2008,М,52,88,Сантехник,Да
2009,М,80,75,Тренер по киберспорту,Да
2010,М,65,88,Сварщик,Да
2011,М,65,88,Сварщик,Да
2012,М,50,77,Маляр,Да
2013,Ж,68,96,Тренер по киберспорту,Да
2014,Ж,24,56,Блогер,Нет
2015,М,48,93,Маляр,Да
2016,М,26,54,Тестировщик,Да
2017,Ж,21,69,Data scientist,Да
2018,Ж,21,69,Data scientist,Да
2019,Ж,21,69,Data scientist,Да
2020,М,27,48,Frontend-разработчик,Да
2021,М,61,73,Крановщик,Да
2022,М,77,100,Крановщик,Да
2023,Ж,21,61,Backend-разработчик,Да
2024,М,63,71,Тренер по футболу,Да
2025,Ж,24,55,Копирайтер,Нет
2026,М,45,95,Сварщик,Да
2027,Ж,289,81,Тренер по футболу,Да
2028,Ж,71,75,Тренер по волейболу,Да
2029,Ж,49,73,Тренер по футболу,Да
2030,Ж,49,73,Тренер по футболу,Да
2031,Ж,30,44,IOS-разработчик,Да
2032,Ж,30,44,IOS-разработчик,Да
2033,Ж,30,44,IOS-разработчик,Да
2034,,59,99,Токарь,Да
2035,,59,99,Токарь,Да
2036,Ж,23,71,Backend-разработчик,Да
2037,М,48,78,Крановщик,Да
2038,М,73,99,Крановщик,Да
2039,Ж,22,49,Фотограф,Нет
2040,М,76,88,Маляр,Да
2041,М,66,81,Тренер по футболу,Да
2042,,57,88,Крановщик,Да
2043,,67,77,Крановщик,Да
2044,Ж,18,49,Копирайтер,Нет
2045,Ж,21,79,IOS-разработчик,Да
2046,М,71,81,Тренер по фитнесу,Да
2047,М,71,81,Тренер по фитнесу,Да
2048,М,61,86,Токарь,Да
2049,М,22,44,Тестировщик,Да
2050,М,22,44,Тестировщик,Да
2051,М,22,44,Тестировщик,Да
2052,М,50,88,Токарь,Да
2053,М,48,96,Маляр,Да
2054,Ж,18,41,Фотограф,Нет
2055,М,46,89,Сварщик,Да
2056,Ж,18,43,SMM-специалист,Нет
2057,М,20,76,Backend-разработчик,Да
2058,М,20,76,Backend-разработчик,Да
2059,М,20,76,Backend-разработчик,Да
2060,М,20,76,Backend-разработчик,Да
2061,Ж,72,88,Тренер по футболу,Да
2062,Ж,73,90,Тренер по киберспорту,Да
2063,Ж,21,60,SMM-специалист,Нет
2064,М,60,98,Маляр,Да
2065,Ж,21,41,Фотограф,Нет
2066,М,56,80,Маляр,Да
2067,М,56,80,Маляр,Да
2068,М,73,98,Сантехник,Да
2069,М,68,93,Тренер по футболу,Да
2070,М,68,93,Тренер по футболу,Да
2071,М,29,51,Data scientist,Да
2072,Ж,20,53,SMM-специалист,Нет
2073,Ж,20,53,SMM-специалист,Нет
2074,М,26,48,Backend-разработчик,Да
2075,М,46,98,Тренер по футболу,Да
2076,М,46,98,Тренер по футболу,Да
2077,Ж,23,42,SMM-специалист,Нет
2078,Ж,228,95,Тренер по киберспорту,Да
2079,Ж,23,41,Копирайтер,Нет
2080,Ж,23,41,Копирайтер,Нет
2081,М,59,89,Тренер по легкой атлетике,Да
2082,Ж,20,56,Backend-разработчик,Да
2083,М,68,83,Тренер по фитнесу,Да
2084,М,68,83,Тренер по фитнесу,Да
2085,Ж,23,42,Таргетолог,Нет
2086,Ж,73,89,Тренер по волейболу,Да
2087,М,27,67,IOS-разработчик,Да
2088,Ж,20,54,SMM-специалист,Нет
2089,Ж,57,81,Тренер по фитнесу,Да
2090,М,56,81,Токарь,Да
2091,М,28,66,IOS-разработчик,Да
2092,М,29,60,,Да
2093,,51,99,Токарь,Да
2094,М,47,93,Сантехник,Да
2095,Ж,21,77,Backend-разработчик,Да
2096,Ж,23,51,Копирайтер,Нет
2097,Ж,70,88,Тренер по фитнесу,Да
2098,,57,79,Сварщик,Да
2099,,57,79,Сварщик,Да
2100,М,68,90,Тренер по футболу,Да
2101,М,75,85,Крановщик,Да
2102,М,54,88,Токарь,Да
2103,М,58,87,Тренер по волейболу,Да
2104,М,58,87,Тренер по волейболу,Да
2105,М,27,41,IOS-разработчик,Да
2106,М,27,41,IOS-разработчик,Да
2107,Ж,20,60,Копирайтер,Нет
2108,М,74,74,Крановщик,Да
2109,М,46,88,Сварщик,Да
2110,Ж,20,42,Копирайтер,Нет
2111,Ж,19,56,Копирайтер,Нет
2112,Ж,23,42,Тестировщик,Да
2113,М,78,78,Тренер по фитнесу,Да
2114,Ж,19,46,Фотограф,Нет
2115,М,56,78,Тренер по киберспорту,Да
2116,М,58,81,Тренер по киберспорту,Да
2117,Ж,55,93,Тренер по киберспорту,Да
2118,Ж,55,93,Тренер по киберспорту,Да
2119,Ж,23,45,Фотограф,Нет
2120,Ж,23,45,Фотограф,Нет
2121,Ж,74,91,Тренер по легкой атлетике,Да
2122,Ж,74,91,Тренер по легкой атлетике,Да
2123,,79,91,Крановщик,Да
2124,Ж,20,48,Блогер,Нет
2125,Ж,18,54,Таргетолог,Нет
2126,М,23,89,Тестировщик,Да
2127,М,46,73,Сантехник,Да
2128,Ж,25,1241,SMM-специалист,Нет
2129,Ж,25,1241,SMM-специалист,Нет
2130,М,45,88,Сварщик,Да
2131,М,48,78,Сантехник,Да
2132,Ж,18,49,Блогер,Нет
2133,М,20,53,Backend-разработчик,Да
2134,Ж,72,81,Тренер по волейболу,Да
2135,М,70,83,Тренер по волейболу,Да
2136,Ж,19,56,Фотограф,Нет
2137,Ж,22,65,IOS-разработчик,Да
2138,Ж,30,55,Frontend-разработчик,Да
2139,Ж,30,55,Frontend-разработчик,Да
2140,Ж,30,55,Frontend-разработчик,Да
2141,Ж,49,78,Тренер по волейболу,Да
2142,Ж,23,42,IOS-разработчик,Да
2143,М,67,78,Крановщик,Да
2144,Ж,19,57,Фотограф,Нет
2145,Ж,78,86,Тренер по фитнесу,Да
2146,Ж,20,53,Блогер,Нет
2147,Ж,23,41,SMM-специалист,Нет
2148,Ж,23,41,SMM-специалист,Нет
2149,Ж,23,41,SMM-специалист,Нет
2150,М,73,92,Крановщик,Да
2151,Ж,50,93,Тренер по волейболу,Да
2152,М,51,78,Тренер по волейболу,Да
2153,М,51,78,Тренер по волейболу,Да
2154,Ж,65,94,Тренер по киберспорту,Да
2155,Ж,65,94,Тренер по киберспорту,Да
2156,Ж,215,92,Тренер по футболу,Да
2157,Ж,20,59,Блогер,Нет
2158,М,48,98,Сантехник,Да
2159,Ж,23,47,Копирайтер,Нет
2160,Ж,18,49,Таргетолог,Нет
2161,М,61,79,Токарь,Да
2162,Ж,19,54,SMM-специалист,Нет
2163,М,75,83,Тренер по легкой атлетике,Да
2164,М,30,88,IOS-разработчик,Да
2165,М,30,88,IOS-разработчик,Да
2166,М,56,83,Сантехник,Да
2167,М,56,83,Сантехник,Да
2168,М,25,84,Тестировщик,Да
2169,Ж,64,70,Тренер по фитнесу,Да
2170,Ж,28,81,Тестировщик,Да
2171,Ж,28,81,Тестировщик,Да
2172,М,22,60,Backend-разработчик,Да
2173,Ж,20,1979,SMM-специалист,Нет
2174,М,74,98,Крановщик,Да
2175,М,63,75,Тренер по футболу,Да
2176,М,78,96,Сантехник,Да
2177,Ж,20,62,IOS-разработчик,Да
2178,Ж,299,90,Тренер по легкой атлетике,Да
2179,Ж,299,90,Тренер по легкой атлетике,Да
2180,М,67,90,Тренер по волейболу,Да
2181,М,57,81,Крановщик,Да
2182,М,57,81,Крановщик,Да
2183,Ж,21,59,Data scientist,Да
2184,М,56,80,Крановщик,Да
2185,М,29,83,IOS-разработчик,Да
2186,Ж,19,59,Блогер,Нет
2187,Ж,23,46,Копирайтер,Нет
2188,,64,84,Маляр,Да
2189,Ж,22,90,Backend-разработчик,Да
2190,М,68,80,Сварщик,Да
2191,М,68,80,Сварщик,Да
2192,Ж,60,84,Тренер по фитнесу,Да
2193,Ж,25,48,Таргетолог,Нет
2194,М,70,100,Тренер по фитнесу,Да
2195,Ж,22,55,SMM-специалист,Нет
2196,Ж,23,60,Таргетолог,Нет
2197,М,22,85,IOS-разработчик,Да
2198,Ж,22,55,Блогер,Нет
2199,Ж,71,100,Тренер по футболу,Да
2200,Ж,71,100,Тренер по футболу,Да
2201,Ж,23,46,Копирайтер,Нет
2202,Ж,22,58,SMM-специалист,Нет
2203,Ж,20,42,Фотограф,Нет
2204,,71,79,Маляр,Да
2205,Ж,71,78,Тренер по киберспорту,Да
2206,М,80,88,Сантехник,Да
2207,М,52,78,Сварщик,Да
2208,Ж,45,98,Тренер по фитнесу,Да
2209,Ж,45,98,Тренер по фитнесу,Да
2210,Ж,45,98,Тренер по фитнесу,Да
2211,М,25,81,Data scientist,Да
2212,Ж,19,43,Копирайтер,Нет
2213,М,52,79,Тренер по футболу,Да
